frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,hip.Center_x,hip.Center_y,hip.Center_z
226,2.615991609999999,-4.549001340000013,1.31562186,0.2302322239999995,-6.855154200000004,-0.19272899929999932,0.19063614299999992,-0.3341957620000002,-0.8820345799999982,0.6285876899999991,0.2224346169999999,-4.066670939999999,6.0753666000000015,0.5409244149999971,-5.929231599999999,2.6956133600000007,-4.628452909999989,-4.933204149999994,0.3100800349999986,-0.7317661200000001,-0.8814724400000016,-1.280667329999999,3.364155439999995,-0.4898977549999982,-0.32644559300000076,7.618710799999998,-0.33767688600000045,-1.1611457200000008,7.857261899999997,-3.943471440000002,-1.121711759999999,3.2842194299999927,-3.863911669999999,0.74696918,0.22201285199999993,-2.2460630600000013,-0.74379639,7.737986499999993,-1.9868616199999996,4.624157459999996,10.282983199999988,-1.9180074299999965,1.9401807400000006,9.010485000000003,-2.4198929799999993,0.4096121620000004,-0.05588116599999991,-2.4961035499999955
227,2.627450399999999,-4.6539241000000136,1.24726481,0.20942153699999952,-6.834820300000004,-0.25685620629999933,0.20904865099999995,-0.3347045030000002,-0.8930026699999982,0.6064933599999991,0.22064222999999988,-4.058626939999999,6.075445600000001,0.42019739299999714,-5.948815099999998,2.7462953000000008,-4.73276240999999,-4.899612149999994,0.3284925429999986,-0.6917871,-0.8501128000000017,-1.2179928999999992,3.3516351399999946,-0.4701512149999982,-0.3061557780000007,7.592914999999998,-0.3030075460000004,-1.1376944800000008,7.8308338999999965,-3.913298400000002,-1.1760750999999992,3.311554829999993,-3.8540978699999986,0.80397356,0.2607277819999999,-2.276916260000001,-0.72192586,7.711874599999994,-1.9716861599999995,4.628997239999996,10.248652899999987,-1.9297719599999965,1.9535359100000007,8.980264000000004,-2.4336330399999992,0.4077714920000004,-0.057031491999999906,-2.4967194099999954
228,2.571089559999999,-4.782907450000014,0.8660092399999999,0.2472908639999995,-6.755679100000004,-0.3628498369999993,0.20848871799999993,-0.3380630190000002,-0.9058177599999983,0.601938009999999,0.21327089399999988,-4.047602499999999,6.034790400000001,0.1412196129999971,-5.737900639999998,2.7283632400000006,-4.93858565999999,-4.8733912899999945,0.4034340479999986,-0.6540782599999999,-0.7474452000000016,-1.0926201299999991,3.4010374099999945,-0.4467318949999982,-0.3040411310000007,7.574495499999997,-0.29471534600000043,-1.1302282800000008,7.771328899999997,-3.8990825000000022,-1.246805429999999,3.360957099999993,-3.8601838299999987,0.83782887,0.17515992299999988,-2.419621650000001,-0.71713567,7.672912499999994,-1.9895130799999996,4.599006939999995,10.232086199999987,-2.0164237799999967,1.940935850000001,8.952499600000003,-2.4577277399999993,0.4052140880000004,-0.06239605899999991,-2.4979954699999953
229,2.611364999999999,-5.026712850000014,0.2104399199999999,1.3454233589999995,-5.610426050000004,-0.7016705209999993,0.26491516899999995,-0.2872197280000002,-0.8352634699999982,0.5354878199999991,0.14548949499999989,-4.130970659999999,5.946657900000002,-0.2140085270000029,-5.665743739999998,2.6457625400000007,-5.182391059999991,-4.401012909999994,0.5015365429999987,-0.5679445,-0.6551492200000015,-0.9698455999999991,3.4484648699999947,-0.4021924749999982,-0.2539823640000007,7.543675399999998,-0.3216339330000004,-1.1303294400000008,7.784301799999996,-3.956051500000002,-1.453116259999999,3.4083845599999933,-3.9616916299999985,0.8173062,0.026160994999999868,-2.929433940000001,-0.6921571049999999,7.663988899999994,-2.0450649399999996,4.558491839999995,10.209108199999989,-2.185248099999997,1.9331676000000009,8.936548800000004,-2.298160469999999,0.4002024540000004,-0.07086487699999991,-2.5028756299999952
230,2.0913910939999987,-6.250615590000014,-0.38425982000000014,1.4002251379999995,-5.399301750000005,-1.0860987249999994,0.28219987599999996,-0.27079251000000015,-0.9991542099999982,0.507565509999999,0.11668918599999989,-3.960303129999999,5.739437100000002,-0.6981191970000029,-5.246888839999999,2.517132740000001,-5.56221999999999,-4.280309669999994,0.5912909729999987,-0.5088730159999999,-0.9484689800000016,-0.8220276699999991,3.378590759999995,-0.41728222499999823,-0.15397260940000068,7.382375099999999,-0.3951036330000004,-1.0976252400000008,7.6204376999999965,-3.8783972500000017,-1.532961849999999,3.416107329999993,-4.052304429999999,0.86441709,0.03487727999999987,-3.1980923900000007,-0.625799645,7.501406499999995,-2.0528930299999995,4.480523039999995,10.01312449999999,-2.206623939999997,1.9273619600000012,8.757265800000004,-2.4211187399999994,0.39488365000000036,-0.07705166099999991,-2.507362669999995
231,1.5567572089999984,-7.486582360000013,-1.0035623100000002,1.4336297189999996,-5.215863850000004,-1.4618066149999995,0.280756244,-0.23734787000000018,-1.1866488699999982,0.501392605999999,0.06858894772999989,-3.7619147299999987,5.406600630000002,-1.230074192000003,-4.811352869999999,2.298869820000001,-5.99555379999999,-4.029779959999994,0.6991236379999987,-0.4358511359999999,-1.3940360900000017,-0.734877335999999,3.329938359999995,-0.39124536699999823,-0.07626175040000069,7.246896099999999,-0.5429881200000004,-1.0453231200000008,7.445381499999996,-3.8342684000000014,-1.517881159999999,3.3674549299999934,-4.218863199999999,0.8907401699999999,0.09844348099999986,-3.319755120000001,-0.560792675,7.346138899999994,-2.113964929999999,4.370090679999995,9.78994229999999,-2.255189899999997,1.904649020000001,8.568040700000005,-2.5480771799999995,0.3910758600000004,-0.0843794599999999,-2.5133713899999948
232,1.0285352119999984,-8.619990900000014,-1.6536856100000001,1.4890983659999997,-5.017283750000004,-1.6875856099999995,0.22169575939999997,-0.2414592230000002,-1.4008277299999983,0.553705065999999,0.0613371437299999,-3.527804569999998,5.000567230000002,-1.838167770000003,-4.027186429999999,2.0326179200000007,-6.449654999999989,-4.002949259999994,0.7906597699999987,-0.40073905199999993,-1.8660261800000018,-0.632287155999999,3.258195559999995,-0.4719122069999982,-0.01763310200000069,7.104380899999998,-0.7861930100000004,-1.0164615100000007,7.263642799999997,-3.8443618000000015,-1.371329939999999,3.2957121299999934,-4.461432199999998,0.97911582,0.16806021299999988,-3.581709070000001,-0.5170475449999999,7.184011899999994,-2.216542259999999,4.2582810399999955,9.56960809999999,-2.3430002399999967,1.8706162800000012,8.376810100000004,-2.6292256599999995,0.3877008960000004,-0.09006127799999991,-2.519329029999995
233,0.5219489279999984,-9.870945800000014,-1.9988333400000002,1.5266524209999999,-4.864752950000005,-1.8908228899999997,0.21664202939999996,-0.2242857390000002,-1.6562698099999982,0.5549460659999991,0.0442973177299999,-3.255944109999998,4.531792170000003,-2.473522600000003,-3.439272439999999,1.8117519800000008,-6.934944499999989,-4.194567359999994,0.8324271599999987,-0.38566317199999994,-2.2589040700000016,-0.566798550999999,3.195831889999995,-0.7091500469999981,0.013623363999999305,6.924066999999998,-1.0447510000000004,-0.9530891100000007,7.044918099999997,-3.783459100000001,-1.269528279999999,3.2333484599999935,-4.630759199999998,0.98247255,0.14892254299999988,-3.7207142500000003,-0.4697331109999999,6.984492499999994,-2.273924719999999,4.157648139999996,9.356894799999989,-2.4562320899999963,1.8439570600000013,8.170693700000005,-2.746572809999999,0.38579429600000037,-0.08999456999999991,-2.524882729999995
234,-0.09199757900000166,-10.877402500000013,-2.3250903800000002,0.4466009609999999,-5.729938700000005,-1.8148146899999997,0.10012726435999997,-0.24503389200000025,-1.9805276999999983,0.678119705999999,0.0626333604299999,-2.9102298499999977,3.9598855700000026,-3.1067623700000033,-2.5648509599999993,1.5156617800000007,-7.472340599999988,-5.052170899999995,0.8305903099999987,-0.32307711399999994,-2.7633764800000016,-0.511478850999999,3.131231329999995,-0.990604396999998,-0.016983465000000697,6.771364199999999,-1.3101836000000004,-0.9707884300000007,6.808880899999997,-3.607233000000001,-1.1205596499999988,3.207832099999994,-4.665516799999998,1.01971965,0.20893463069999987,-3.6760335400000006,-0.49388593599999997,6.7901224999999945,-2.284590989999999,3.9908275399999953,9.131545799999987,-2.4285367899999963,1.7484703600000013,7.960834000000004,-2.8965572799999992,0.3891234920000004,-0.09120074499999992,-2.5270341999999952
235,-0.07250795580000166,-10.850891200000014,-2.10758146,0.4462379449999999,-5.662458300000004,-1.4559897799999997,0.10031165835999999,-0.23037615600000028,-2.1018837799999988,0.6772092859999991,0.03922709122999989,-2.792202879999998,3.502789820000003,-3.6422347500000036,-2.2560994599999993,1.2516039800000007,-7.883256999999989,-5.356482339999994,0.8661021299999987,-0.23393360119999995,-2.9878626000000015,-0.47215232699999904,3.136054539999995,-1.218920936999998,-0.0162521384000007,6.7282901,-1.5433658500000005,-0.9673210200000006,6.728290099999997,-3.4990863500000016,-1.0784808199999987,3.212107899999994,-4.6930863999999985,1.05468358,0.2589195606999999,-3.702333640000001,-0.4917865619999999,6.728290099999994,-2.3315383599999993,3.9053080999999956,9.099569399999988,-2.617640289999996,1.7067603100000015,7.913929600000003,-2.7904314399999994,0.3887604760000004,-0.09557477399999992,-2.5287052499999954
236,-0.05958856780000166,-10.803143800000013,-1.6272853500000002,0.48569761899999997,-5.6018197000000045,-1.1359883299999995,0.17435584636,-0.21002571200000028,-2.1827086599999985,0.5970739029999991,0.022371838499999894,-2.7245112299999983,3.079528150000003,-4.131982540000004,-2.349274569999999,1.0278876800000007,-8.319495599999989,-5.463448959999995,0.9108537399999986,-0.25345866519999993,-2.9048278000000014,-0.4086905839999991,3.1242606799999946,-1.540498309999998,0.0179160695999993,6.649782999999999,-1.7423107200000003,-0.9489947700000005,6.649782999999998,-3.3590159000000015,-1.1425286599999986,3.200314039999994,-4.541630099999998,0.7831619770000001,0.21011765069999988,-3.6083464800000007,-0.46553957499999987,6.649782999999994,-2.3751644599999997,3.915253459999996,9.052747299999988,-2.8074118099999965,1.7248567300000013,7.851265000000003,-2.783903799999999,0.38571440000000046,-0.09382717899999993,-2.5259635499999957
237,0.04265576919999834,-10.474111000000013,-1.0826538685000002,0.596044859,-5.611841400000005,-0.7871976265999996,0.29082614296000003,-0.17053958700000027,-2.1768819199999987,0.459188773999999,-0.013448688500000108,-2.7567048699999983,2.716629320000003,-4.565342680000003,-2.6011804599999993,0.9154017600000006,-8.57864039999999,-5.4632642599999945,1.0842612699999985,-0.24856397619999993,-2.768009000000001,-0.2830273429999991,3.143181579999995,-1.783831839999998,0.1343863661999993,6.5728322,-1.8483320100000002,-0.8833061900000004,6.572832199999998,-3.2086507500000017,-1.1460229499999988,3.2192349399999944,-4.405296099999998,0.812080227,0.2058196336999999,-3.633843380000001,-0.37446037899999984,6.572832199999994,-2.3711376299999998,4.001989659999996,9.077423999999988,-2.8470931099999963,1.8137649000000016,7.825128000000003,-2.774288789999999,0.37500698400000043,-0.09199425999999992,-2.5223143999999955
238,0.13452237319999832,-9.925862500000013,-0.7057953935000003,0.685401404,-5.602911800000005,-0.5398628015999996,0.39320271296000003,-0.1332297950000003,-2.0765017099999987,0.337960192999999,-0.057176416500000105,-2.8851209699999982,2.3342318200000034,-4.853056550000003,-3.0654855099999994,0.7341398600000006,-8.668197199999991,-5.113805759999995,1.2286147799999987,-0.17072755619999994,-2.8371646000000013,-0.16114383899999907,3.137923179999995,-1.8620027799999979,0.2772735901999993,6.5589979,-1.8279913700000001,-0.8909707500000004,6.558997899999998,-3.1224135200000016,-1.2897377299999988,3.2479850399999943,-4.158456699999998,0.446241817,0.3386847286999999,-3.494289740000001,-0.30684857299999985,6.558997899999994,-2.3724156099999996,4.103017719999996,9.121533499999988,-2.8498535199999964,1.8980846200000017,7.840265600000002,-2.760239789999999,0.36558097400000045,-0.09520322699999992,-2.5172769999999955
239,0.22417686419999833,-9.711514500000014,0.046317636499999704,0.800869464,-5.510645000000004,-0.20721513159999955,0.515306922,-0.13392069900000028,-2.1135177699999987,0.19640205899999905,-0.061192307400000104,-2.862625509999998,1.9057807900000032,-4.998653250000003,-3.581323289999999,0.5892724840000005,-8.88713509999999,-4.697805659999994,1.4089655899999987,-0.13565925139999993,-2.862896550000001,-0.03240491499999906,3.152326129999995,-2.0262530699999974,0.4384617571999993,6.513635799999999,-1.9737336400000003,-0.7847204300000005,6.5494103999999975,-3.0025366200000017,-1.326569559999999,3.1875293399999944,-4.055186999999998,0.44444131699999995,0.4062022809999999,-3.4177221500000012,-0.17312909639999988,6.531523099999994,-2.4272495399999996,4.160360819999996,9.161539099999988,-2.991754159999996,1.9936156400000018,7.846531100000002,-2.834595989999999,0.35585401800000044,-0.09755662499999991,-2.5131402999999954
240,0.28664796699999834,-9.670768300000015,0.4706422664999997,0.93732661,-5.469546900000004,-0.2104695415999996,0.61477867,-0.12946294600000027,-2.1272593499999983,0.07401006599999904,-0.0567114257700001,-2.859148709999998,1.524667440000003,-5.1054234500000035,-4.024105789999999,0.5038668540000005,-9.14208699999999,-4.498041609999994,1.5824400799999987,-0.16817068119999992,-2.803330760000001,0.10400408100000093,3.120014989999995,-2.1205300399999976,0.5749026899999994,6.444579399999999,-2.04188189,-0.6853287800000004,6.4803539999999975,-2.9795611600000016,-1.301163969999999,3.1182490399999945,-3.958900799999998,0.10019416699999992,0.4476854909999999,-3.110099310000001,-0.055212802399999886,6.462466699999994,-2.4989794799999996,4.241580199999996,9.092658699999987,-3.0880167099999962,2.0931837100000017,7.777562600000001,-2.927469189999999,0.3443934240000004,-0.0930871869999999,-2.5091909499999954
241,0.30377302999999833,-9.422264400000016,0.4482660874999997,0.9767686,-5.441556700000004,-0.0630887115999996,0.6231165799999999,-0.14900097600000028,-2.1630373699999983,0.05566082899999904,-0.0407753939700001,-2.823862609999998,1.138760670000003,-5.126079900000003,-3.9726272899999993,0.4057823400000006,-9.13715969999999,-4.650012889999994,1.7195330599999987,-0.14783320319999993,-2.853025360000001,0.23633872400000092,3.101222249999995,-2.2222255699999978,0.6231165799999994,6.457621199999999,-2.13211977,-0.6462749400000004,6.493395799999997,-2.9355692600000016,-1.248937509999999,3.1349305999999943,-4.016719099999999,0.33896696999999987,0.3839017407999999,-3.390218670000001,-0.01157940869999989,6.475508499999994,-2.5065818099999992,4.2951193999999955,9.194968599999987,-3.1034611799999965,2.141769510000002,7.835238600000002,-2.8799641299999994,0.33938800000000036,-0.0948883049999999,-2.508808749999995
242,0.32163184999999833,-9.552721500000017,0.4472196089999997,0.9266194600000001,-5.345512900000004,-0.020404096999999597,0.60679142,-0.16883137500000028,-2.255284199999998,0.07236093299999903,-0.0252466479700001,-2.724371269999998,0.775784430000003,-5.063076740000004,-3.9298298399999987,0.24877303920000057,-9.23109869999999,-4.703989389999994,1.7785614999999986,-0.09771302119999992,-3.0503240600000012,0.2884134730000009,3.0607717099999947,-2.3040313199999978,0.6421503199999994,6.467252499999999,-2.25318314,-0.5980845150000004,6.503027099999997,-2.8628705500000016,-1.237657149999999,3.1298386999999943,-4.008405539999998,0.3257273899999999,0.3302628727999999,-3.4323554200000013,0.022032678300000108,6.485139799999994,-2.5293770099999993,4.242765869999995,9.217004399999986,-3.2183930799999967,2.132399010000002,7.851072200000003,-2.8952065999999994,0.3395757100000003,-0.0970392499999999,-2.508967499999995
243,0.3380005999999983,-9.858710700000016,0.7315006339999996,0.8969066600000001,-5.2617265000000035,0.002272668000000408,0.608617114,-0.1859645220000003,-2.3977003199999976,0.06677943499999903,-0.005901751970000105,-2.574791869999998,0.500572017000003,-5.010829840000004,-3.906675439999998,0.10467178020000058,-9.55161439999999,-4.888041489999995,1.8681748199999983,-0.11484616819999992,-3.2078650000000013,0.3558028440000009,3.0175677099999945,-2.3902993699999975,0.6804545399999994,6.400462599999999,-2.43468844,-0.5430409410000003,6.472715099999997,-2.7773515300000016,-1.155996999999999,3.0161483999999943,-4.088049639999998,0.41477994399999984,0.32299119679999994,-3.454908480000001,0.0687063333000001,6.436588899999993,-2.588996109999999,4.171235409999995,9.171483999999987,-3.3639394599999966,2.119971070000002,7.804036400000002,-2.93951095,0.3376978100000003,-0.0959331369999999,-2.509318799999995
244,0.3701190759999983,-9.976648400000016,0.6653998039999998,0.8970126800000002,-5.2742939000000035,-0.1092651419999996,0.6062202139999999,-0.1634209060000003,-2.3794198099999972,0.06062171599999902,-0.019117344770000103,-2.598413529999998,0.388365243000003,-5.022123140000004,-3.9404306899999986,0.06273935320000057,-9.59425709999999,-4.824264389999995,1.9473523599999982,-0.1280617609999999,-3.338587100000001,0.38792132000000085,2.952868959999994,-2.3408807199999977,0.7150754599999993,6.358332,-2.40268918,-0.48016741500000026,6.394809899999997,-2.832045630000002,-1.061110529999999,2.987224099999994,-4.103157679999998,0.044675313999999855,0.3493113607999999,-3.1984162200000013,0.1174530767000001,6.376570999999993,-2.613523559999999,4.211811969999996,9.167290799999988,-3.394350259999997,2.164633230000002,7.771930700000001,-3.01528065,0.3334207400000003,-0.0912690049999999,-2.5088036999999948
245,0.3696569459999983,-9.913178500000015,0.7225999939999997,0.8571466500000002,-5.269622800000004,-0.012246545999999595,0.567967314,-0.14437778100000032,-2.357076829999997,0.09793557999999902,-0.03706653120000011,-2.620518499999998,0.313933283000003,-5.018250840000004,-4.026962789999999,-0.01006517579999943,-9.60555599999999,-4.988842839999996,2.012767679999998,-0.1090186359999999,-3.3391742100000013,0.4236382500000009,2.958183459999994,-2.3687154499999976,0.7129858999999993,6.349103700000001,-2.43559366,-0.4774046950000002,6.4217606999999965,-2.824320750000002,-1.018944359999999,2.9563597999999938,-4.1811816099999985,0.5185007139999999,0.25579468679999995,-3.6477123100000015,0.1177896487000001,6.3854322999999935,-2.6153028199999993,4.194396389999996,9.201028399999988,-3.3617824599999966,2.1560934900000017,7.7932303,-3.0234182499999998,0.33295146000000037,-0.09072215499999989,-2.507999939999995
246,0.4199132599999983,-9.982329000000014,0.9198973929999997,0.8364081000000001,-5.232668700000004,0.014732424000000407,0.547275504,-0.14323277200000034,-2.334967529999997,0.11273427999999902,-0.03593725980000011,-2.644184899999998,0.293242423000003,-5.016771590000004,-4.124070949999999,-0.030725040199999432,-9.67472229999999,-5.056659899999996,2.0983719199999977,-0.0724153027999999,-3.358481510000001,0.43842074000000086,2.959121059999994,-2.3864861999999976,0.7277526499999993,6.278869900000001,-2.4588512199999997,-0.4270844850000002,6.386985399999997,-2.853848150000002,-0.9685921999999989,2.8863647399999937,-4.234204909999999,0.7105588439999999,0.32785611099999995,-3.6778948100000015,0.1503338440000001,6.332927599999993,-2.645716489999999,4.120246829999997,9.183791099999988,-3.372082859999997,2.1352905800000017,7.7583592999999995,-3.0530967499999995,0.3300046600000004,-0.08958501599999989,-2.506826839999995
247,0.4012026999999983,-10.112127300000013,1.3119172499999998,0.8750834700000002,-5.234897100000004,0.02802426000000041,0.547688499,-0.14020371500000034,-2.3321886599999972,0.11025906999999902,-0.031456711800000106,-2.6495537999999983,0.29220344300000306,-5.052907550000004,-4.230640189999999,-0.03465174199999943,-9.81930479999999,-5.041005799999996,2.110398289999998,-0.0679347547999999,-3.3374058400000015,0.4373817600000009,2.9146275599999942,-2.3158390799999977,0.6928067449999994,6.189758700000001,-2.4768463799999996,-0.3985714800000002,6.3347000999999965,-2.876278150000002,-0.9076075299999988,2.8065125999999934,-4.30212477,0.8272261839999999,0.44276904599999994,-3.606405870000002,0.1471176300000001,6.262229299999993,-2.6890706499999992,4.076797959999997,9.173084599999989,-3.4146609599999964,2.111957560000002,7.717656699999999,-3.0938873499999997,0.32897379000000043,-0.08582997599999989,-2.504855269999995
248,0.4008062399999983,-10.073033100000014,1.4139690299999998,0.8739002300000002,-5.2065259000000035,0.11352134200000041,0.510814475,-0.12297903800000035,-2.310607179999997,0.14674834899999903,-0.05071007780000011,-2.6730573399999984,0.32830028600000305,-5.024944750000004,-4.285888349999999,-0.03385324799999943,-9.78061969999999,-5.120149999999996,2.106416969999998,-0.014625187799999897,-3.3178835300000014,0.4369853000000009,2.9251068599999943,-2.2347502299999977,0.6555388449999994,6.193069000000001,-2.4695873999999995,-0.36088724800000016,6.337617299999996,-2.870322460000002,-0.8687435999999988,2.8173850999999934,-4.36610307,1.2979129099999998,0.3862358389999999,-3.859837910000002,0.14732580000000012,6.265342999999993,-2.6702385999999994,4.068627659999997,9.242409099999989,-3.384479619999996,2.107976240000002,7.753876,-3.04614516,0.32878141000000044,-0.0868445589999999,-2.5043483699999944
249,0.4015239549999984,-10.014544000000013,1.6393236999999998,0.8713587600000001,-5.177396800000004,0.1995869290000004,0.510450725,-0.12432095400000034,-2.319687799999997,0.149643301999999,-0.052051993800000106,-2.6625470999999985,0.33011377300000305,-4.996927050000004,-4.325890159999998,-0.06689512699999943,-9.79727879999999,-5.2630984999999955,2.097342369999998,0.019969729200000102,-3.2300928300000016,0.43770301500000086,2.9422962599999947,-2.2351377999999977,0.6181572749999993,6.190690700000001,-2.4936614999999995,-0.3917514140000002,6.371175799999996,-2.8568757000000016,-0.8963490599999988,2.798652899999994,-4.4272412800000005,1.8093294199999996,0.3456983889999999,-4.233920210000003,0.11320245300000012,6.280933099999992,-2.6683905499999994,4.010566199999998,9.276515399999989,-3.3559931199999955,2.061883340000002,7.778724299999999,-2.98666226,0.33004653000000045,-0.0881864749999999,-2.503507069999994
250,0.4022065449999984,-9.920754200000014,1.5083962599999998,0.8697015100000001,-5.175343400000004,0.24716550300000037,0.5103479689999999,-0.14400054900000034,-2.331818019999997,0.151110767999999,-0.03632237440000011,-2.6475038499999983,0.33079636300000304,-4.995658450000004,-4.179461459999998,-0.06467378099999942,-9.70427449999999,-5.244870299999995,2.0902520399999984,0.0356993486000001,-3.2044726100000016,0.4022065450000008,2.944819659999995,-2.3142157999999977,0.6172853749999994,6.2146477,-2.5415434299999995,-0.4233688190000002,6.358953699999995,-2.8214962900000016,-0.9256423599999988,2.837355099999994,-4.42222855,1.8037935699999994,0.3598732789999999,-4.178405760000002,0.09695780350000013,6.286800499999992,-2.6606791499999995,3.9418422799999977,9.37694369999999,-3.345909169999996,2.019398820000002,7.831872199999998,-2.9977443600000004,0.33072912000000043,-0.0901613419999999,-2.5049576599999943
251,0.38472406499999845,-9.818587000000013,1.3443151599999998,0.9021396000000002,-5.218379000000003,0.10949248300000038,0.5446485789999999,-0.14424000700000034,-2.334419289999997,0.11824981869999901,-0.03749285500000011,-2.6467597799999982,0.29700415300000305,-5.005113500000005,-4.201785389999998,-0.09660299259999942,-9.58578319999999,-4.960531139999995,2.0806664899999987,0.034528868000000094,-3.3641345100000017,0.4019951100000009,2.9276958599999947,-2.3241008299999977,0.6161274249999993,6.249709,-2.4936512299999993,-0.48794753900000015,6.358556499999995,-2.7617282900000015,-0.9874120399999987,2.890216759999994,-4.262692789999999,1.3127049999999993,0.3222977089999999,-4.053010020000002,0.06408922480000012,6.304132699999992,-2.6178382099999995,3.8883485999999974,9.481934799999989,-3.297104499999996,1.9762181700000019,7.893033799999998,-3.0036865300000004,0.3314489540000004,-0.0908664299999999,-2.5047027599999945
252,0.4194928449999985,-9.676312300000014,1.1354593,0.93294253,-5.182819400000003,-0.0013967729999996292,0.5780951039999997,-0.14575487800000034,-2.341674989999997,0.08336270669999901,-0.04032951816000011,-2.640666729999998,0.296284333000003,-4.970875650000005,-4.183242079999998,-0.13016878999999942,-9.48164079999999,-4.782978739999995,2.1035234099999984,0.03169220484000009,-3.5121148400000015,0.4367638900000008,2.9404888999999947,-2.3526738699999976,0.6495739499999993,6.3096699,-2.463000519999999,-0.5543421290000001,6.381691499999995,-2.7663350500000017,-1.0511630599999988,2.903009799999994,-4.152825289999999,0.8045503399999994,0.35098403899999986,-3.922578460000002,0.04761517880000012,6.345680699999993,-2.6077851099999996,3.8085796499999978,9.53648369999999,-3.276870099999996,1.928096920000002,7.941082399999998,-2.9913516300000005,0.33072913400000037,-0.09304219699999991,-2.5055673299999945
253,0.47209143499999856,-9.616160400000014,0.875888706,1.00096965,-5.238473500000003,-0.13525342499999962,0.6482160239999997,-0.16056724300000033,-2.3552407999999967,0.01435875869999901,-0.020096736060000113,-2.6280895499999986,0.261285549000003,-4.992524450000005,-4.126265019999998,-0.16203332099999943,-9.40500549999999,-4.551585779999995,2.1292121699999984,-0.019205050159999907,-3.541083060000002,0.4718401400000008,2.907925829999995,-2.425718239999998,0.6485655499999993,6.293345700000001,-2.476715039999999,-0.6552412350000002,6.329282499999994,-2.7752334200000015,-1.113898519999999,2.9065313299999946,-4.076611139999999,0.30567814999999937,0.4742420259999999,-3.7501300600000027,-0.003338575199999874,6.3113140999999935,-2.62578226,3.7707608499999976,9.589486199999989,-3.2570047999999963,1.883710650000002,7.950400199999997,-3.05291337,0.33128762400000034,-0.09033198799999992,-2.505977069999995
254,0.5496940899999986,-9.669451800000015,0.7551817359999999,1.08788208,-5.2470719000000035,-0.23559003699999964,0.6898818439999997,-0.16039504300000032,-2.3862946099999967,-0.03134056930000099,-0.019924536060000112,-2.6036152199999987,0.257719552000003,-4.998009450000005,-4.078680559999999,-0.1717958169999994,-9.416148199999991,-4.405126979999995,2.1956940199999986,-0.05496968315999991,-3.6974815600000017,0.5494427950000008,2.8827429299999947,-2.4254699699999978,0.6902313699999993,6.2849256,-2.466245339999999,-0.7102503350000001,6.245890399999994,-2.732498620000001,-1.139167279999999,2.8782349299999943,-4.01888142,-0.06343740800000064,0.519645806,-3.6009660100000023,-0.010010212799999873,6.265407899999993,-2.6098583,3.6761851899999973,9.674380299999989,-3.2359696599999963,1.8330874900000018,7.969894099999997,-3.07028061,0.3292708740000003,-0.09015978799999991,-2.506348469999995
255,0.6130622399999985,-9.864853000000016,0.766673156,1.2110265299999998,-5.290201900000004,-0.4030277069999997,0.7593535099999998,-0.15743587300000034,-2.417263309999997,-0.09852042030000098,-0.01089308386000011,-2.5778782299999987,0.19662700300000302,-5.035051650000005,-4.0840808599999985,-0.2450629739999994,-9.605461599999993,-4.3208165799999945,2.237007489999999,-0.12890122455999992,-3.907866760000002,0.6543081750000008,2.7879044299999944,-2.3964279099999977,0.6828116099999993,6.2228374,-2.433500309999999,-0.8017965600000001,6.142320599999994,-2.754902270000001,-1.165998129999999,2.783396429999994,-3.9930367199999997,-0.4906746280000006,0.49938658199999997,-3.431128350000002,-0.059493206299999865,6.182578799999994,-2.6330340999999997,3.6301621199999974,9.659680099999989,-3.2146590599999967,1.785334450000002,7.921129399999997,-3.07342751,0.3304165440000003,-0.08416459699999991,-2.504513489999995
256,0.6590687299999985,-10.060029100000017,0.842048536,1.3452479099999999,-5.258798200000004,-0.4208689269999997,0.7953907599999999,-0.15839841800000032,-2.422833209999997,-0.13344273700000098,-0.00456931606000011,-2.573045549999999,0.16899123350000303,-4.989090310000004,-4.048333689999999,-0.2454584639999994,-9.810622299999993,-4.5315528399999945,2.296778369999999,-0.1643910711599999,-4.031438160000002,0.7666555800000009,2.7508116999999945,-2.427531579999998,0.7188488599999994,6.164157,-2.435928809999999,-0.86584934,6.041841999999995,-2.804706370000001,-1.210095729999999,2.711776599999994,-4.16940758,-0.46382840800000064,0.554810512,-3.324181350000002,-0.07350096859999986,6.102999199999994,-2.6721705399999998,3.567341509999997,9.60034159999999,-3.225993509999997,1.746919800000002,7.851670299999997,-3.0767198900000006,0.3309742500000003,-0.0814838639999999,-2.503931039999995
